claim_ground_kps,subset,my_category,id,query,cluster_id,claim_cluster,ground,ground_clusters,arg_input
"{
  'claim': 'Expiring latest or later',
  'ground': [
    ""'Expiring soon' is a Boolean, so 'expiring later' is its opposite"",
    ""In user interfaces, sorting by 'expiring soon' or 'expiring later' helps users manage items based on expiry dates""
  ]
}",stack,1,84,"What is the opposite of ""Expiring Soon""?",2,"['I want to sort a list based on these two options based on the expiry date', ""I would offer two sort options: 'Sooner' and 'Later' for a user interface"", 'I want to show the options: Sort by expiring soon expiring ???', ""You should look at terms like 'Sort by: Expiring soonest first' and 'Expiring latest first' to express what you actually want to do"", 'If you\'re categorizing stuff for storage, you might be more quantitative, and call your categories ""expiring within 7 days"" and ""expiry 8 days or beyond""']","[[""you've rented some films on your set top box and you're looking at the list of them""], ['your use case is a user interface'], [""you've rented some films on your set top box and you're looking at the list of them""], [""'Sort by: Expiring soon' sounds like a Boolean""], ['adjusting the numbers to suit your purpose']]","[[""'Sort by: Expiring soon' sounds like a Boolean""], [""you've rented some films on your set top box and you're looking at the list of them"", 'adjusting the numbers to suit your purpose', 'your use case is a user interface']]","{'claim': ['I want to sort a list based on these two options based on the expiry date', ""I would offer two sort options: 'Sooner' and 'Later' for a user interface"", 'I want to show the options: Sort by expiring soon expiring ???', ""You should look at terms like 'Sort by: Expiring soonest first' and 'Expiring latest first' to express what you actually want to do"", 'If you\'re categorizing stuff for storage, you might be more quantitative, and call your categories ""expiring within 7 days"" and ""expiry 8 days or beyond""'], 'ground': [[""'Sort by: Expiring soon' sounds like a Boolean""], [""you've rented some films on your set top box and you're looking at the list of them"", 'adjusting the numbers to suit your purpose', 'your use case is a user interface']]}"
"{'claim': 'Poor GUI design', 'ground': ['Lacks standard table features like sortable columns and clear headers, making it less user-friendly.']}",stack,1,84,"What is the opposite of ""Expiring Soon""?",3,['this is a bad gui design'],"[['Put data into table (multi-column)', 'add header to the table', ""allow user to sort data by clicking column's header"", ""indicate sort direction using arrows or unicode 'triangle' symbol (pointing up/down)"", 'This is a fairly standard behavior']]","[[""allow user to sort data by clicking column's header"", 'Put data into table (multi-column)', ""indicate sort direction using arrows or unicode 'triangle' symbol (pointing up/down)"", 'This is a fairly standard behavior', 'add header to the table']]","{'claim': ['this is a bad gui design'], 'ground': [[""allow user to sort data by clicking column's header"", 'Put data into table (multi-column)', ""indicate sort direction using arrows or unicode 'triangle' symbol (pointing up/down)"", 'This is a fairly standard behavior', 'add header to the table']]}"
"{'claim': 'Shelf-stable is the opposite', 'ground': ['Shelf-stable items last longer and do not expire soon, unlike perishable goods.']}",stack,1,84,"What is the opposite of ""Expiring Soon""?",4,"['""shelf-stable"" and ""perishable"" are the two relevant antonyms in the case of food items']",[[]],[[]],"{'claim': ['""shelf-stable"" and ""perishable"" are the two relevant antonyms in the case of food items'], 'ground': [[]]}"
"{'claim': 'Test for absence of entities', 'ground': ['Check for no output when searching for entities; absence indicates zero entities present.']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",0,"[""Next is where you want to test for the opposite of what you actually want to find out and get an output from, to know if something isn't true, you first need to find out what kind of output you will get from doing a check.""]",[[]],[[]],"{'claim': [""Next is where you want to test for the opposite of what you actually want to find out and get an output from, to know if something isn't true, you first need to find out what kind of output you will get from doing a check.""], 'ground': [[]]}"
"{
  'claim': 'Use commands to detect zero entities',
  'ground': [
    'Specify the test radius without brackets to define the area for entity detection',
    'Using c=0 has no effect for checking zero entities',
    'c=0 does not check for zero entities, it just matches zero results, so it is ineffective for this purpose'
  ]
}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",1,"['Make the command block that is lowest testfor @e[r=[radius], type=VillagerGolem]', '/execute unless entity @e[...] run ... is trivial in 1.13', 'I am hoping to make a command that will do something when the /testfor command brings up 0 of a specified entity', ""You don't want to use the c=0"", 'Make the upper one whatever you would like to do when there is no Iron Golem in that radius']","[['[radius] is your test radius', 'remove the []'], [], [], [""c=0 is not saying find if there are 0 but rather it's saying when you match, match 0"", 'In your case, that has no real effect'], []]","[['[radius] is your test radius', 'remove the []'], ['In your case, that has no real effect'], [""c=0 is not saying find if there are 0 but rather it's saying when you match, match 0""]]","{'claim': ['Make the command block that is lowest testfor @e[r=[radius], type=VillagerGolem]', '/execute unless entity @e[...] run ... is trivial in 1.13', 'I am hoping to make a command that will do something when the /testfor command brings up 0 of a specified entity', ""You don't want to use the c=0"", 'Make the upper one whatever you would like to do when there is no Iron Golem in that radius'], 'ground': [['[radius] is your test radius', 'remove the []'], ['In your case, that has no real effect'], [""c=0 is not saying find if there are 0 but rather it's saying when you match, match 0""]]}"
"{'claim': 'Use an armor stand to track entities', 'ground': [""Summon a uniquely named armor stand (e.g., 'IfElse1') to help detect entity presence.""]}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",2,['For a score to be carried you need an Armorstand.'],"[[""So summon an armorstand that has the name 'IfElse1' or something.""]]","[[""So summon an armorstand that has the name 'IfElse1' or something.""]]","{'claim': ['For a score to be carried you need an Armorstand.'], 'ground': [[""So summon an armorstand that has the name 'IfElse1' or something.""]]}"
"{
  ""claim"": ""Use a scoreboard to detect zero entities"",
  ""ground"": [
    ""By creating and resetting a scoreboard objective, you can increment the score for each detected Iron Golem and trigger actions only when the score remains zero, indicating no entities are present.""
  ]
}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",3,"[""After your testing for players, you now know if there's players or not in your game, determined by the state of the score 'No players(0)' 'Players(1)'."", ""You will be using the score 0 for when something didn't happen (A testfor failed.) and the score 1 if something succeeded."", 'Use a scoreboard counter that have 1 added to it per entity that matches the requirements', 'For the first block in your command block line you want to set the armorstand(s) scores to 0, so that every time the clock finishes testing for scores/change them, they will be put back to normal. (Score 0)']","[[], ['With this scoreboard you will detect if something succeeded or not.'], ['First a scoreboard objective called Counter is created', 'Then a armorstand called Counter is summoned', 'The score is first reset', ""For every Iron Golem in range 1 is added to the ArmorStand's score"", 'The execute command will only run on any armor stand called Counter with a score of 0', 'If you change the score_counter of the last command, you can change how many Iron Golems you want before the command is ran'], []]","[['The execute command will only run on any armor stand called Counter with a score of 0', 'Then a armorstand called Counter is summoned', 'With this scoreboard you will detect if something succeeded or not.', 'The score is first reset', 'First a scoreboard objective called Counter is created', 'If you change the score_counter of the last command, you can change how many Iron Golems you want before the command is ran', ""For every Iron Golem in range 1 is added to the ArmorStand's score""]]","{'claim': [""After your testing for players, you now know if there's players or not in your game, determined by the state of the score 'No players(0)' 'Players(1)'."", ""You will be using the score 0 for when something didn't happen (A testfor failed.) and the score 1 if something succeeded."", 'Use a scoreboard counter that have 1 added to it per entity that matches the requirements', 'For the first block in your command block line you want to set the armorstand(s) scores to 0, so that every time the clock finishes testing for scores/change them, they will be put back to normal. (Score 0)'], 'ground': [['The execute command will only run on any armor stand called Counter with a score of 0', 'Then a armorstand called Counter is summoned', 'With this scoreboard you will detect if something succeeded or not.', 'The score is first reset', 'First a scoreboard objective called Counter is created', 'If you change the score_counter of the last command, you can change how many Iron Golems you want before the command is ran', ""For every Iron Golem in range 1 is added to the ArmorStand's score""]]}"
"{'claim': 'Use conditional command blocks', 'ground': ['If one command block fails, the entire chain will not activate.']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",4,"['If you would like an output from there being players in the game, you may put more conditional command blocks.']","[['But remember, if one fails the chain does not activate all the way.']]","[['But remember, if one fails the chain does not activate all the way.']]","{'claim': ['If you would like an output from there being players in the game, you may put more conditional command blocks.'], 'ground': [['But remember, if one fails the chain does not activate all the way.']]}"
"{'claim': 'Use testfor command for absence', 'ground': ['Using a non-conditional testfor command can detect when no entities are present, allowing actions when none are found.']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",5,"['To get an output from there not being players in the game, do another testfor command in the same chain that is not conditional.']",[[]],[[]],"{'claim': ['To get an output from there not being players in the game, do another testfor command in the same chain that is not conditional.'], 'ground': [[]]}"
"{'claim': 'You can detect zero entities.', 'ground': ['Set up a conditional command block chain to trigger actions when no entities (like iron golems) are present in the area.']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",6,['You should be all set.'],"[['Now make another conditional command block chain, with whatever outputs you might want. For there being no players in the game.']]","[['Now make another conditional command block chain, with whatever outputs you might want. For there being no players in the game.']]","{'claim': ['You should be all set.'], 'ground': [['Now make another conditional command block chain, with whatever outputs you might want. For there being no players in the game.']]}"
"{'claim': 'Use a conditional command block', 'ground': ['Conditional command blocks only activate if the test is successful, providing clear feedback.']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",7,['You want to have a conditional command block.'],"[[""This command block will get an output if the test was successful, or not be activated at all if it wasn't.""]]","[[""This command block will get an output if the test was successful, or not be activated at all if it wasn't.""]]","{'claim': ['You want to have a conditional command block.'], 'ground': [[""This command block will get an output if the test was successful, or not be activated at all if it wasn't.""]]}"
"{'claim': 'Use a clock to check entities', 'ground': ['Placing the detection mechanism under the golem works effectively']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",8,['You will still need to put a clock on it'],[['Mine is underneath the golem']],[['Mine is underneath the golem']],"{'claim': ['You will still need to put a clock on it'], 'ground': [['Mine is underneath the golem']]}"
"{'claim': 'Use command blocks and redstone', 'ground': ['Test for iron golems with a command block and specific radius', 'Trigger your desired action with a second command block if none are found']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",9,"['You can accomplish this using 2 command blocks, 1 comparator, 1 building block, 1 redstone torch']","[['Command Block 1: testfor @e[r=radius, type=VillagerGolem]', 'Command Block 2: your command']]","[['Command Block 1: testfor @e[r=radius, type=VillagerGolem]'], ['Command Block 2: your command']]","{'claim': ['You can accomplish this using 2 command blocks, 1 comparator, 1 building block, 1 redstone torch'], 'ground': [['Command Block 1: testfor @e[r=radius, type=VillagerGolem]'], ['Command Block 2: your command']]}"
"{'claim': 'Use tags for entity checks', 'ground': ['Adding a tag to entities allows for easier targeting and resetting with commands, making it efficient to check for zero entities.']}",stack,1,85,"How can I test for there being 0 entities? As in, do something when there are no iron golems in a certain radius?",10,"['If you are going to be using several IfElse statements in your contraption I suggest giving it a tag, so that you can target and reset all your IfElse(x) armorstands easily only using one command block.']",[['So you could put this as your first command instead.']],[['So you could put this as your first command instead.']],"{'claim': ['If you are going to be using several IfElse statements in your contraption I suggest giving it a tag, so that you can target and reset all your IfElse(x) armorstands easily only using one command block.'], 'ground': [['So you could put this as your first command instead.']]}"
"{
  'claim': 'Yes, paint can be de-glossed',
  'ground': [
    'Water-based finishes may not adhere well to fresh oil paint, so compatibility is important.',
    'Adding talc to oil paint is a traditional and effective method, but care is needed with proportions and product choice.',
    'Roughening the glossy surface is necessary for good adhesion when applying a new finish.',
    'Repainting with a less glossy paint or using additives like talc can yield the best results, though it may take time.',
    'Mixing zinc into gloss enamel paint can reduce gloss and save effort compared to other methods.',
    'Mixing talc into high gloss oil paint can successfully achieve a flat appearance.',
    'Diatomaceous earth is a proven additive used by manufacturers to reduce gloss in paint.'
  ]
}",stack,1,86,Is it possible to de-gloss paint?,0,"['You can coat it with a matte finish', ""There are 'paint flattening agents' if you are looking for a chemical/additive fix for another coat"", 'I was able to get the flat appearance I wanted', 'Add more or less depending on the results', 'If you do not provide a tooth for new paint it can peel off of glossy enamel', 'Adding talc to oil paint soaks up the oil in the paint dulling it', 'Add diatomaceous earth for liquid paint that you want to dry with less gloss', 'Add a small amount of talc (try 2 TBSP per gallon)', 'You could get a satin paint for a last coat', ""Don't add too much talc or it goes gritty rough"", ""TSP has been used by painters for many years to 'de-gloss' paint"", 'You can coat it with a satin clear finish', 'You should go buy the same paint in a less glossy form and repaint the wall', ""I have used TSP to both flatten a painted room's glossy look, as well as to provide a surface that a new top coat can adhere to"", 'You can make matt enamel', ""Be sure to use a product with the same base as the paint you've just put on"", 'I suggest doing both [roughening and applying satin/matte varnish]', 'it took a ratio of about 6 parts paint to 1 part talc to get the desired result']","[['matte finish is available at most paint stores and big box stores'], [], ['I mixed some talc (baby powder) with my oil based high gloss paint'], ['the results of painting it on a small piece of wood'], ['a lesson learned for me long ago'], ['Old coach painter gave the trick to add talc to the oil paint'], ['diatomaceous earth is used by paint manufacturers'], [], [""If you're buying something anyway""], ['Be careful with what Making It Matt suggested'], [], ['satin clear finish is available at most paint stores and big box stores'], ['All the other solutions will take as much time and still might not give the results you want', 'Repainting will give the best possible results', 'Repainting will save time and effort'], [], ['Buy some zinc and add to your gloss finish enamel paint and mix it'], [""A water-based finish like acrylic varnish won't stick well to fresh oil paint""], [""When you're applying one finish on top of another, neither of which is primer/undercoat, you need a good key -- hence roughening the surface""], ['I mixed some talc (baby powder) with my oil based high gloss paint and was able to get the flat appearance I wanted']]","[[""A water-based finish like acrylic varnish won't stick well to fresh oil paint""], [""If you're buying something anyway"", 'Old coach painter gave the trick to add talc to the oil paint', 'Be careful with what Making It Matt suggested', 'matte finish is available at most paint stores and big box stores', 'a lesson learned for me long ago'], [""When you're applying one finish on top of another, neither of which is primer/undercoat, you need a good key -- hence roughening the surface""], ['All the other solutions will take as much time and still might not give the results you want', 'I mixed some talc (baby powder) with my oil based high gloss paint', 'Repainting will give the best possible results', 'the results of painting it on a small piece of wood', 'satin clear finish is available at most paint stores and big box stores'], ['Buy some zinc and add to your gloss finish enamel paint and mix it', 'Repainting will save time and effort'], ['I mixed some talc (baby powder) with my oil based high gloss paint and was able to get the flat appearance I wanted'], ['diatomaceous earth is used by paint manufacturers']]","{'claim': ['You can coat it with a matte finish', ""There are 'paint flattening agents' if you are looking for a chemical/additive fix for another coat"", 'I was able to get the flat appearance I wanted', 'Add more or less depending on the results', 'If you do not provide a tooth for new paint it can peel off of glossy enamel', 'Adding talc to oil paint soaks up the oil in the paint dulling it', 'Add diatomaceous earth for liquid paint that you want to dry with less gloss', 'Add a small amount of talc (try 2 TBSP per gallon)', 'You could get a satin paint for a last coat', ""Don't add too much talc or it goes gritty rough"", ""TSP has been used by painters for many years to 'de-gloss' paint"", 'You can coat it with a satin clear finish', 'You should go buy the same paint in a less glossy form and repaint the wall', ""I have used TSP to both flatten a painted room's glossy look, as well as to provide a surface that a new top coat can adhere to"", 'You can make matt enamel', ""Be sure to use a product with the same base as the paint you've just put on"", 'I suggest doing both [roughening and applying satin/matte varnish]', 'it took a ratio of about 6 parts paint to 1 part talc to get the desired result'], 'ground': [[""A water-based finish like acrylic varnish won't stick well to fresh oil paint""], [""If you're buying something anyway"", 'Old coach painter gave the trick to add talc to the oil paint', 'Be careful with what Making It Matt suggested', 'matte finish is available at most paint stores and big box stores', 'a lesson learned for me long ago'], [""When you're applying one finish on top of another, neither of which is primer/undercoat, you need a good key -- hence roughening the surface""], ['All the other solutions will take as much time and still might not give the results you want', 'I mixed some talc (baby powder) with my oil based high gloss paint', 'Repainting will give the best possible results', 'the results of painting it on a small piece of wood', 'satin clear finish is available at most paint stores and big box stores'], ['Buy some zinc and add to your gloss finish enamel paint and mix it', 'Repainting will save time and effort'], ['I mixed some talc (baby powder) with my oil based high gloss paint and was able to get the flat appearance I wanted'], ['diatomaceous earth is used by paint manufacturers']]}"
"{
  'claim': 'De-glossing paint is possible',
  'ground': [
    'Sanding or using steel wool effectively removes gloss, especially for oil-based paints'
  ]
}",stack,1,86,Is it possible to de-gloss paint?,1,"['sanding worked', '000 steel wool worked', ""Use steel wool or plastic abrasive pads on the surface (after it's dried)"", 'Gloss enamel needs to be cut (a surface tooth) established for new paint to adhere']","[['I had that same problem (oil based paint too glossy)'], ['I had that same problem (oil based paint too glossy)'], [], []]",[['I had that same problem (oil based paint too glossy)']],"{'claim': ['sanding worked', '000 steel wool worked', ""Use steel wool or plastic abrasive pads on the surface (after it's dried)"", 'Gloss enamel needs to be cut (a surface tooth) established for new paint to adhere'], 'ground': [['I had that same problem (oil based paint too glossy)']]}"
"{'claim': 'Paint can be too glossy', 'ground': ['Satin black enamel paint may appear glossier than desired, causing dissatisfaction.']}",stack,1,86,Is it possible to de-gloss paint?,2,['satin black enamel paint is too glossy after applying it'],[[]],[[]],"{'claim': ['satin black enamel paint is too glossy after applying it'], 'ground': [[]]}"
"{'claim': 'De-glossing paint is difficult', 'ground': ['TSP does not work on glossy, oil-based paint']}",stack,1,86,Is it possible to de-gloss paint?,3,['tsp had no effect'],[['I had that same problem (oil based paint too glossy)']],[['I had that same problem (oil based paint too glossy)']],"{'claim': ['tsp had no effect'], 'ground': [['I had that same problem (oil based paint too glossy)']]}"
"{'claim': 'Vinegar does not de-gloss paint', 'ground': ['Others also found vinegar ineffective on glossy oil-based paint']}",stack,1,86,Is it possible to de-gloss paint?,4,['vinegar had no effect'],[['I had that same problem (oil based paint too glossy)']],[['I had that same problem (oil based paint too glossy)']],"{'claim': ['vinegar had no effect'], 'ground': [['I had that same problem (oil based paint too glossy)']]}"
"{'claim': 'You can increase paint gloss', 'ground': ['Adding varnish to paint makes it glossier']}",stack,1,86,Is it possible to de-gloss paint?,5,['you can make paint more glossy by adding varnish to it'],[[]],[[]],"{'claim': ['you can make paint more glossy by adding varnish to it'], 'ground': [[]]}"
"{'claim': 'Test de-glossing results first', 'ground': ['Testing on scrap wood helps assess de-glossing outcome']}",stack,1,86,Is it possible to de-gloss paint?,6,['Try painting it on a small piece of wood to see how it looks'],[[]],[[]],"{'claim': ['Try painting it on a small piece of wood to see how it looks'], 'ground': [[]]}"
"{'claim': 'De-glossing paint is easy', 'ground': ['No need for matte clear coat', 'No sanding required', 'Process is quick and simple, just wipe']}",stack,1,86,Is it possible to de-gloss paint?,7,['Hand sanitizer on a paper towel will remove the gloss from glossy paint on dry wall'],"[['It is super fast', 'It is super simple', 'No sanding is required', 'No matte clear coat is required', 'You just wipe']]","[['No matte clear coat is required', 'No sanding is required', 'It is super fast', 'You just wipe', 'It is super simple']]","{'claim': ['Hand sanitizer on a paper towel will remove the gloss from glossy paint on dry wall'], 'ground': [['No matte clear coat is required', 'No sanding is required', 'It is super fast', 'You just wipe', 'It is super simple']]}"
"{'claim': 'De-glossing paint is difficult', 'ground': ['Hand sanitizer is not fully effective at removing gloss']}",stack,1,86,Is it possible to de-gloss paint?,8,['Hand sanitizer did not remove gloss completely'],[[]],[[]],"{'claim': ['Hand sanitizer did not remove gloss completely'], 'ground': [[]]}"
"{'claim': 'De-glossing paint is possible', 'ground': ['Hand sanitizer can remove paint gloss effectively']}",stack,1,86,Is it possible to de-gloss paint?,9,['Hand sanitizer seems to remove some surface paint'],[[]],[[]],"{'claim': ['Hand sanitizer seems to remove some surface paint'], 'ground': [[]]}"
"{'claim': 'De-glossing paint is possible', 'ground': []}",stack,1,86,Is it possible to de-gloss paint?,10,['Talc might work'],[[]],[[]],"{'claim': ['Talc might work'], 'ground': [[]]}"
"{'claim': 'Beef fat is less desirable than other fats', 'ground': ['Duck fat is preferred for roasting vegetables', 'Beef fat has a less favorable fat ratio compared to other fats']}",stack,1,87,What to do with the fat rendered when making beef stock?,0,"[""Beef fat lacks the 'quality' of duck fat (for instance)"", 'As far as fat ratio goes, beef fat is better than butter, but not as good as other fats', 'duck fat is the best option for roasting potatoes and other root vegetables', 'Duck fat, chicken fat, and bacon fat tend to have broader applications']","[[], ['The table below shows the saturated to unsaturated fat ratios of various fats and oils'], ['In my experience duck fat is the best option for roasting potatoes and other root vegetables'], []]","[['In my experience duck fat is the best option for roasting potatoes and other root vegetables'], ['The table below shows the saturated to unsaturated fat ratios of various fats and oils']]","{'claim': [""Beef fat lacks the 'quality' of duck fat (for instance)"", 'As far as fat ratio goes, beef fat is better than butter, but not as good as other fats', 'duck fat is the best option for roasting potatoes and other root vegetables', 'Duck fat, chicken fat, and bacon fat tend to have broader applications'], 'ground': [['In my experience duck fat is the best option for roasting potatoes and other root vegetables'], ['The table below shows the saturated to unsaturated fat ratios of various fats and oils']]}"
"{'claim': 'Keep and use rendered beef fat', 'ground': ['Rendered beef fat (tallow) is versatile and can be used for frying, sautéing, baking, and adding flavor to various dishes, thanks to its high smoke point and rich taste (positive sentiment).', 'Rendered beef fat can also be used for non-cooking purposes, such as feeding pets or birds, showing its usefulness beyond the kitchen (positive sentiment).']}",stack,1,87,What to do with the fat rendered when making beef stock?,1,"['There are a lot of things you can do with tallow', 'Beef fat has a high smoke point and is suitable for frying', 'Tallow has a place in a kitchen', 'I should keep that beef fat instead of throwing it away', 'Rendered beef fat can be used in a lot of ways']","[[], ['Beef Tallow has a smoke point of 400°F', 'The table below shows the smoke points of various fats and oils'], ['Duck fat and lard have a place in a kitchen'], [""I often read 'keep duck fat' when making duck stock/broth"", 'lard is probably something similar from pork'], ['You can use rendered beef fat in place of oil in a lot of recipes', 'Rendered beef fat can be used when sautéing, for example with onions and peppers, garlic or mushrooms', 'Rendered beef fat can be used to add some kick to gravies', 'Rendered beef fat could be used to pop popcorn', 'Rendered beef fat can be used to make pasties', 'Rendered beef fat can be used in mashed potatoes', ""A lot of people mix rendered beef fat into their dog's food, or use it to feed birds""]]","[['Duck fat and lard have a place in a kitchen', 'Beef Tallow has a smoke point of 400°F', 'lard is probably something similar from pork', 'Rendered beef fat can be used when sautéing, for example with onions and peppers, garlic or mushrooms', ""A lot of people mix rendered beef fat into their dog's food, or use it to feed birds"", 'The table below shows the smoke points of various fats and oils', 'Rendered beef fat could be used to pop popcorn', ""I often read 'keep duck fat' when making duck stock/broth"", 'Rendered beef fat can be used to make pasties', 'You can use rendered beef fat in place of oil in a lot of recipes', 'Rendered beef fat can be used in mashed potatoes', 'Rendered beef fat can be used to add some kick to gravies']]","{'claim': ['There are a lot of things you can do with tallow', 'Beef fat has a high smoke point and is suitable for frying', 'Tallow has a place in a kitchen', 'I should keep that beef fat instead of throwing it away', 'Rendered beef fat can be used in a lot of ways'], 'ground': [['Duck fat and lard have a place in a kitchen', 'Beef Tallow has a smoke point of 400°F', 'lard is probably something similar from pork', 'Rendered beef fat can be used when sautéing, for example with onions and peppers, garlic or mushrooms', ""A lot of people mix rendered beef fat into their dog's food, or use it to feed birds"", 'The table below shows the smoke points of various fats and oils', 'Rendered beef fat could be used to pop popcorn', ""I often read 'keep duck fat' when making duck stock/broth"", 'Rendered beef fat can be used to make pasties', 'You can use rendered beef fat in place of oil in a lot of recipes', 'Rendered beef fat can be used in mashed potatoes', 'Rendered beef fat can be used to add some kick to gravies']]}"
"{'claim': 'Use beef fat for Yorkshire pudding', 'ground': ['Beef fat is commonly and positively used as the traditional fat for making Yorkshire pudding.']}",stack,1,87,What to do with the fat rendered when making beef stock?,2,['The main thing that beef fat is usually used for is Yorkshire pudding'],[[]],[[]],"{'claim': ['The main thing that beef fat is usually used for is Yorkshire pudding'], 'ground': [[]]}"
"{'claim': 'Rendered fat lasts long', 'ground': ['Rendered beef fat (tallow) is very stable and can be stored for extended periods without spoiling, making it practical to keep.']}",stack,1,87,What to do with the fat rendered when making beef stock?,3,['Tallow keeps just about forever'],[[]],[[]],"{'claim': ['Tallow keeps just about forever'], 'ground': [[]]}"
"{'claim': 'Tallow enhances texture', 'ground': ['Tallow adds a pleasant mouthfeel to soups and stews']}",stack,1,87,What to do with the fat rendered when making beef stock?,4,['I like the mouth feel tallow can add to a soup or stew'],[[]],[[]],"{'claim': ['I like the mouth feel tallow can add to a soup or stew'], 'ground': [[]]}"
"{'claim': 'Feed excess fat to birds', 'ground': [""If you don't want to consume the fat, giving it to birds is a positive alternative.""]}",stack,1,87,What to do with the fat rendered when making beef stock?,5,['You can feed excess fat to the birds'],"[[""If you don't want to eat excess fat""]]","[[""If you don't want to eat excess fat""]]","{'claim': ['You can feed excess fat to the birds'], 'ground': [[""If you don't want to eat excess fat""]]}"
"{'claim': 'Choose based on your needs', 'ground': ['Keeping separate fat containers is inconvenient']}",stack,1,87,What to do with the fat rendered when making beef stock?,6,['You probably have to decide what has the greatest benefit for you and your cooking style'],[['It does become cumbersome to keep a container for each type of fat']],[['It does become cumbersome to keep a container for each type of fat']],"{'claim': ['You probably have to decide what has the greatest benefit for you and your cooking style'], 'ground': [['It does become cumbersome to keep a container for each type of fat']]}"
"{'claim': 'Rendered beef fat is useful', 'ground': ['Rendered beef fat has been used for cooking, such as in McDonald’s fries, indicating it can enhance flavor and has culinary value.']}",stack,1,87,What to do with the fat rendered when making beef stock?,7,['beef fat was used by McDonalds for their fries a while back'],[[]],[[]],"{'claim': ['beef fat was used by McDonalds for their fries a while back'], 'ground': [[]]}"
"{'claim': 'Tallow is mainly used outside cooking', 'ground': ['Tallow is often used for making candles']}",stack,1,87,What to do with the fat rendered when making beef stock?,8,['The most common uses for tallow are non-food related'],[['Candle making is a common use for tallow']],[['Candle making is a common use for tallow']],"{'claim': ['The most common uses for tallow are non-food related'], 'ground': [['Candle making is a common use for tallow']]}"
"{'claim': 'Passive voice avoids direct address', 'ground': ['Style guides discourage second-person pronouns']}",stack,1,88,Why do many manuals and technical documents seem to prefer passive voice?,0,"[""I may have to use 'The setting can be accessed in the widget' instead""]","[[""my company's style guide discourages using second-person pronouns""]]","[[""my company's style guide discourages using second-person pronouns""]]","{'claim': [""I may have to use 'The setting can be accessed in the widget' instead""], 'ground': [[""my company's style guide discourages using second-person pronouns""]]}"
