arg_propositions,questionText,comments,summary,id,subset,my_category
"[{""claim"": ""One should end a letter that begins with 'To whom it may concern' with a formal sign-off"", ""ground"": [""'To whom it may concern' is a formal and impersonal greeting"", ""A formal sign-off matches the tone of the greeting""]}]","How to end a letter beginning with ""To whom it may concern""","How should one end - ie, sign-off - a letter that begins with ""To whom it may concern""?","Commentators largely agree that “yours faithfully” is the proper way to sign off on an impersonal letter, even though it seems old-fashioned or strange to some commentators. Variations of “sincerely” are the next most popular with commentators. A few commentators observe that letter contents may make a difference, and one commentator proposes that the US and the UK do things differently.",119,stack,1
"[{""claim"": ""The answer is 'Yours faithfully'"", ""ground"": [""Miss Manners says the answer is 'Yours faithfully'""]}]","How to end a letter beginning with ""To whom it may concern""","According to Miss Manners , the answer is ""Yours faithfully"".  That is what I use.","Commentators largely agree that “yours faithfully” is the proper way to sign off on an impersonal letter, even though it seems old-fashioned or strange to some commentators. Variations of “sincerely” are the next most popular with commentators. A few commentators observe that letter contents may make a difference, and one commentator proposes that the US and the UK do things differently.",119,stack,1
"[{""claim"": ""The choice of complimentary close depends on the tone and formality of the letter"", ""ground"": []}, {""claim"": ""If you do not have a specific person to address the letter to, you should use either 'Respectfully yours,' or 'Sincerely,'"", ""ground"": []}]","How to end a letter beginning with ""To whom it may concern""","If you are referring to the ""Complimentary Close"" (the word above your signature), it depends on the tone and formality of the letter. If you do not have a specific person to address the letter to, I would use either of these:  Respectfully yours,  or  Sincerely,","Commentators largely agree that “yours faithfully” is the proper way to sign off on an impersonal letter, even though it seems old-fashioned or strange to some commentators. Variations of “sincerely” are the next most popular with commentators. A few commentators observe that letter contents may make a difference, and one commentator proposes that the US and the UK do things differently.",119,stack,1
"[{""claim"": ""\""Sincerely\"" is a fairly common formal sign off"", ""ground"": []}]","How to end a letter beginning with ""To whom it may concern""","""Sincerely"" is a fairly common formal sign off.  You may also want to check out the answers to  this question .","Commentators largely agree that “yours faithfully” is the proper way to sign off on an impersonal letter, even though it seems old-fashioned or strange to some commentators. Variations of “sincerely” are the next most popular with commentators. A few commentators observe that letter contents may make a difference, and one commentator proposes that the US and the UK do things differently.",119,stack,1
"[
  {
    ""claim"": ""The choice of letter closing depends on the contents of the letter"",
    ""ground"": [
      ""A letter of reference might warrant something a little different than a general inquiry, a request for a favor, or a formal complaint""
    ]
  },
  {
    ""claim"": ""Sincerely is perfectly acceptable, and almost always a safe option"",
    ""ground"": [
      ""As was stated previously""
    ]
  },
  {
    ""claim"": ""Respectfully might be a better choice if you wanted to soften a complaint"",
    ""ground"": []
  },
  {
    ""claim"": ""In the To-Whom-It-May-Concern situation, I don't know who will be reading the letter"",
    ""ground"": [
      ""Otherwise, I would have begun with something less generic""
    ]
  },
  {
    ""claim"": ""I'll sometimes want to end with my contact information, in case the matter needs further discussion to resolve"",
    ""ground"": []
  }
]","How to end a letter beginning with ""To whom it may concern""","It partly depends on the contents of the letter.  If I'm submitting, say, a letter of reference, that might warrant something a little different than a general inquiry, a request for a favor, or a formal complaint.    As was stated previously,  Sincerely  is perfectly acceptable, and almost always a safe option.  But if you wanted to soften a complaint, then  Respectfully  might be a better choice.  By default, in the  To-Whom-It-May-Concern  situation, I don't know who will be reading the letter (otherwise, I would have begun with something less generic).  With that in mind, I'll sometimes want to end with my contact information, in case the matter needs further discussion to resolve:  If you have any questions, do not hesitate to contact me.Thank you,                     John R. Doe(555) 867-5309jrdoe18220@ELU.com","Commentators largely agree that “yours faithfully” is the proper way to sign off on an impersonal letter, even though it seems old-fashioned or strange to some commentators. Variations of “sincerely” are the next most popular with commentators. A few commentators observe that letter contents may make a difference, and one commentator proposes that the US and the UK do things differently.",119,stack,1
"[{""claim"": ""if your salutation is 'To whom it may concern' the corresponding valediction would be 'yours faithfully'"", ""ground"": [""School taught me to sign letters addressed personally 'yours sincerely' and letters addressed impersonally 'yours faithfully'""]}]","How to end a letter beginning with ""To whom it may concern""","School taught me to sign letters addressed personally 'yours sincerely' and letters addressed impersonally 'yours faithfully'. Thus, if your salutation is 'To whom it may concern' the corresponding valediction would be 'yours faithfully'.","Commentators largely agree that “yours faithfully” is the proper way to sign off on an impersonal letter, even though it seems old-fashioned or strange to some commentators. Variations of “sincerely” are the next most popular with commentators. A few commentators observe that letter contents may make a difference, and one commentator proposes that the US and the UK do things differently.",119,stack,1
"[
  {
    ""claim"": ""November 5, 1955 was chosen in Back to the Future"",
    ""ground"": [""November 5, 1955 may be one of the director's birthdays"", ""There may have been specific real life events that day in history""]
  }
]","Why did the writers select the date November 5, 1955 in Back to the Future?","Is there any significance to the date November 5, 1955 that was chosen in Back to the Future? Is it one of the directors birthday or something like that or were there specific real life events that day in history?   I am not looking for in-universe answers.","Commenters say that the date was not chosen randomly, but for several reasons, including being 30 years before the screenplay was finished, an important date in the author's life, or as an homage to another movie, or to honor Bill Gale's father. One commenter includes a link to a Wikipedia article on Guy Fawkes.",120,stack,1
"[{""claim"": ""November 5, 1955 was Bob Gale's father's 33rd birthday"", ""ground"": [""Bob Gale's father was born on November 5th, 1922"", ""November 5, 1955 was the day Doc Brown hit his head and discovered the flux capacitor and the day Marty initially went back to""]}, {""claim"": ""The choice of date was a coincidence"", ""ground"": [""he states that the choice of date was a coincidence""]}]","Why did the writers select the date November 5, 1955 in Back to the Future?","According to the BttF wiki , Bob Gale's (the guy who co-wrote Back to the Future with Robert Zemeckis) father was born on November 5th, 1922.  November 5, 1955, the day Doc Brown hit his head and discovered the flux capacitor and the day Marty initially went back to, was his 33rd birthday.  Though he states that the choice of date was a coincidence.","Commenters say that the date was not chosen randomly, but for several reasons, including being 30 years before the screenplay was finished, an important date in the author's life, or as an homage to another movie, or to honor Bill Gale's father. One commenter includes a link to a Wikipedia article on Guy Fawkes.",120,stack,1
"[
  {
    ""claim"": ""1955 was chosen because it was exactly 30 years before the date that the screenplay was finalised"",
    ""ground"": [
      ""30 years is a nice round number"",
      ""30 years allows audiences to experience a significant narrative shift but without being too far into the past or the future to make it unlikely that characters would still be around""
    ]
  },
  {
    ""claim"": ""November 5th was chosen because it met the requirements of the script and the dates of filming"",
    ""ground"": [
      ""November 5 happens to be Bob Gale's father's birthday"",
      ""It was just the right day with the right day of the week to make the thing work with the script"",
      ""November was picked because of the time of the year when the movie was being shot"",
      ""November made sense for having things like a school dance in school"",
      ""The movie obviously couldn't have taken place in August, because there wouldn't have been any school""
    ]
  },
  {
    ""claim"": ""2015 was chosen for the second movie because the first movie dealt with a 30 year period"",
    ""ground"": [
      ""30 years is a nice round number"",
      ""Marty's kids needed to be the same age that Marty was in 1985"",
      ""2015 was the perfect year for that""
    ]
  }
]","Why did the writers select the date November 5, 1955 in Back to the Future?","TL;DR. 1955 was chosen because it was exactly 30 years  before the date that the screenplay was finalised . November 5th was chosen  because it met the requirements of the script and the dates of filming .   1955  When Bob Gale completed the original  first draft screenplay  in February 1981, Marty's destination was March 2,  1952 , anticipating a 1982movie release.   MARTY:   1952?? This is 1952?!? Holy Shit!! You know what this means?? I’ve gone back in time 30 years! 30 goddamn years!!! I haven’t even been born yet!!!!   When the  final draft screenplay  was completed in 1984, the date of Marty's arrival in the past,  anticipating a 1985 release date , was then shifted to  1955 .   BROWN:   Here's a red letter date in the history of science: March 19, 1955   Presumably if the film had been delayed a year or another draft written a year later, the date would have been shifted to 1956 and so on.  This fits nicely with a recent comment by the Bob Gale about 30 years being ""a nice round number"", allowing audiences to experience a significant narrative shift but without being too far into the past or the future to make it unlikely that characters would still be around.   Q.   Why [did] you chose 2015 for second movie and not 2025 or any other year?  Gale:   As Doc Brown said: ""30 years. It's a nice round number."" The first movie dealt with a 30 year period, so we felt it was appropriate to continue that motif in the sequels. Besides, Marty's kids needed to be the same age that Marty was in 1985, and 2015 was the perfect year for that.  'Back to the Future' fans #AskBobGale: Your toughest questions answered   November 5th  Gale claims that the date was chosen to fit in with the  events of the script   Bob Gale:   November 5 happens to be my father's birthday. My father, I think, believes to this day that this is a great homage to him. It was just the right day with the right day of the week to make the thing work with the script.  Bob Gale:   We picked November because of the time of the year when we were shooting the movie, and of course to make sense that they would be having things like a school dance in school. We obviously couldn't have it take place in August, because there wouldn't have been any school.  Maker's Commentary: Disk 1   Presumably these events included a non-Prom related school dance (which excludes Feb-Aug), long bright sunlit days and an unseasonal thunderstorm. Having Marty spend a week in the past (Saturday 5th to Saturday 12th) gives him the opportunity to meet both his mother and father at the weekend before they spend a week at school with the dance on the following Saturday.","Commenters say that the date was not chosen randomly, but for several reasons, including being 30 years before the screenplay was finished, an important date in the author's life, or as an homage to another movie, or to honor Bill Gale's father. One commenter includes a link to a Wikipedia article on Guy Fawkes.",120,stack,1
"[{""claim"": ""This date was selected as an homage to the 1979 movie Time after Time"", ""ground"": [""H.G Wells pursues his best friend(who happens to be Jack the Ripper) to San Francisco on November 5th 1979 in the movie Time after Time"", ""it seems a very likely connection""]}]","Why did the writers select the date November 5, 1955 in Back to the Future?","This date was selected, (in my opinion) as an homage to the 1979 movie  Time after Time , where H.G Wells pursues his best friend(who happens to be Jack the Ripper) to San Francisco on November 5th 1979.  I have no proof to back this up, but it seems a very likely connection.","Commenters say that the date was not chosen randomly, but for several reasons, including being 30 years before the screenplay was finished, an important date in the author's life, or as an homage to another movie, or to honor Bill Gale's father. One commenter includes a link to a Wikipedia article on Guy Fawkes.",120,stack,1
"[{""claim"": ""Chuck Berry is named by a Billboard poll as the most promising R&B artist of the year"", ""ground"": [""Chuck Berry is popular for such hits as 'Johnny B. Goode' and 'Roll Over Beethoven'""]}, {""claim"": ""Chuck Berry proved the pollsters right by becoming a huge success in more than one genre of music"", ""ground"": [""Chuck Berry is named by a Billboard poll as the most promising R&B artist of the year""]}]","Why did the writers select the date November 5, 1955 in Back to the Future?","U.S. 1955 U.S.A. Chuck Berry Nov 12th, 1955 : Chuck Berry – popular for such hits as “Johnny B. Goode” and “Roll Over Beethoven” – is named by a Billboard poll as the most promising R&B artist of the year. He proved the pollsters right be becoming a huge success in more than one genre of music.  Based on  http://www.thepeoplehistory.com/november12th.html .  This is too much for a coincidence ;)","Commenters say that the date was not chosen randomly, but for several reasons, including being 30 years before the screenplay was finished, an important date in the author's life, or as an homage to another movie, or to honor Bill Gale's father. One commenter includes a link to a Wikipedia article on Guy Fawkes.",120,stack,1
"[
  {
    ""claim"": ""The Nov. 5th part is an homage to Bob Gale's father"",
    ""ground"": [""Bob Gale's father was born on Nov. 5th, 1922""]
  },
  {
    ""claim"": ""The 1955 is a tribute to the real life scientist's dream of traveling through time to save his father's life"",
    ""ground"": [""Ronald L. Mallett's father died in 1955 at age 33"", ""Ronald L. Mallett spent his entire life trying to figure out a way to travel through time to save his father""]
  },
  {
    ""claim"": ""Ronald L. Mallett's courage and determination to follow his dream played a major role in inspiring the story of one of the greatest movies of all time"",
    ""ground"": [""Ronald L. Mallett spent his entire life trying to figure out a way to travel through time to save his father""]
  }
]","Why did the writers select the date November 5, 1955 in Back to the Future?","According to another answer in this thread, Bob Gale's (co writer of Back To The Future) father was born on Nov. 5th, 1922. I just watched a documentary on youtube about a real life scientist (Ronald L. Mallett) whose father died in 1955 at age 33. This caused him to spend his entire life trying to figure out a way to travel through time to save his father. So that he would not be considered crazy, he disguised his work as research of black holes. I believe the Nov. 5th part is an homage to Bob Gale's father, while the 1955 is a tribute to the real life scientist's dream of traveling through time to save his father's life. I believe that this man's courage and determination to follow his dream played a major role in inspiring the story of one of the greatest movies of all time. Here is the link as my evidence. Skip ahead to 10:00.     After doing further research, I found  a Huffington Post article written about the scientist (Ronald L. Mallett) . Here is an excerpt:   How are you planning on spending this historic week?  During the “Back to the Future” week I’m going to look at some of my  favorite time-travel movies which I have on DVD. Among them is the  1960 movie “The Time Machine” that starred the late Rod Taylor. In my  opinion, this is the best and most accurate depiction of H.G. Wells’  novel. I love that movie. I will also watch the “Back to the Future”  series. Incidentally, the first movie in the series has a special  meaning for me because Marty McFly goes back to 1955, which is the  year my father died. By the way, it’s also the year that Einstein  died.","Commenters say that the date was not chosen randomly, but for several reasons, including being 30 years before the screenplay was finished, an important date in the author's life, or as an homage to another movie, or to honor Bill Gale's father. One commenter includes a link to a Wikipedia article on Guy Fawkes.",120,stack,1
"[
  {
    ""claim"": ""my feet fall asleep and then very, very painfully wake up"",
    ""ground"": [""I have mountain bike shoes and clipless pedals"", ""When I go on long rides"", ""on my most recent long ride, this started happening after 30ish miles and continued for the remaining 45 miles""]
  }
]",How can I keep my feet from falling asleep while riding?,"I have mountain bike shoes and clipless pedals. When I go on long rides, my feet fall asleep and then very, very painfully wake up (on my most recent long ride, this started happening after 30ish miles and continued for the remaining 45 miles). What can I do to avoid/fix this problem?","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""Starting the ride with my shoes quite loose helps with foot pain on long rides"",
    ""ground"": [
      ""I have Shimano road / race shoes with 2 velcro straps and a ratchet strap across the top of my foot"",
      ""I found that I was ratcheting the shoes down too tight""
    ]
  },
  {
    ""claim"": ""Experimenting with cleat position can reduce pressure on the balls of the feet"",
    ""ground"": [
      ""I've found having my cleats at the rear most setting allows some of the pressure to be taken off the balls of my feet""
    ]
  },
  {
    ""claim"": ""Buying decent insoles can help if you have a high instep"",
    ""ground"": [
      ""I have quite a high instep, which means all the pressure gets put through the ball of my foot""
    ]
  }
]",How can I keep my feet from falling asleep while riding?,"I've been suffering from this recently now that I've upped my mileage to 40+ mile rides. My solution was 3 fold:  1) Starting the ride with my shoes quite loose. I have Shimano road / race shoes with 2 velcro straps and a ratchet strap across the top of my foot. I found that I was ratcheting the shoes down too tight.  2) Cleat position. Try experimenting with your cleats in different positions, I've found having my cleats at the rear most setting, allows some of the pressure to be taken off the balls of my feet.  3) Insoles - I've bought some decent insoles as I have quite a high instep, which means all the pressure gets put through the ball of my foot.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""periodically taking one foot off a pedal and stretching my leg out and flexing my ankle around really helps"",
    ""ground"": [""I often get tingling in my outside 2 toes during long road rides""]
  },
  {
    ""claim"": ""stopping and doing some full stretching will help"",
    ""ground"": [""If it becomes more severe""]
  }
]",How can I keep my feet from falling asleep while riding?,"I often get tingling in my outside 2 toes during long road rides. I find periodically taking one foot off a pedal and stretching my leg out and flexing my ankle around really helps. Doesn't even require stopping.  If it becomes more severe, you may find stopping and doing some full stretching will help.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""Correctly fitted shoes must be part of the solution"",
    ""ground"": []
  },
  {
    ""claim"": ""It is not good for our bodies to keep making the same constrained movement for a long time"",
    ""ground"": []
  },
  {
    ""claim"": ""You could try stopping every hour, and removing your shoes and then flexing your feet"",
    ""ground"": [""It is not good for our bodies to keep making the same constrained movement for a long time""]
  }
]",How can I keep my feet from falling asleep while riding?,"Correctly fitted shoes must be part of the solution.  However it is not good for our body’s to keep making the  same constrained movement for a long time .  So you could try stopping every hour, and removing your shoes and then flexing your feet.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""I wear custom-made orthotics for running and walking"",
    ""ground"": [
      ""The type of orthotics I use breaks down/wears out after a couple of years"",
      ""I had new casts done and new orthotics made""
    ]
  },
  {
    ""claim"": ""I loosened the laces/straps on my cycling shoes"",
    ""ground"": [
      ""My podiatrist recommended loosening the laces/straps on my cycling shoes"",
      ""I try to keep them barely snug enough to prevent my foot from sliding around""
    ]
  },
  {
    ""claim"": ""I lowered my saddle about 1/4\"""",
    ""ground"": [
      ""My saddle position was set by a fit kit at my LBS years ago"",
      ""You are supposed to use that initial fit and make small adjustments from there"",
      ""The slightly lower saddle position also helped reduce the occurrence of sore knees""
    ]
  }
]",How can I keep my feet from falling asleep while riding?,"I ran into this issue a couple of seasons ago.  It took a combination of three things to make my problem go away.  1)  I wear custom-made orthotics for running and walking.  I had new casts done and new orthotics made.  (The type I use breaks down/wears out after a couple of years)  2)  On the recommendation of my podiatrist I loosened the laces/straps on my cycling shoes.  I try to keep them barely snug enough to prevent my foot from sliding around.  3)  I lowered my saddle about 1/4"".  My saddle position was set by a fit kit at my LBS years ago.  I never messed with it.  But, you are supposed to used that initial fit and make small adjustments from there.  The slightly lower saddle position also helped reduce the occurrence of sore knees.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[{""claim"": ""You over-tighten the upper part of your foot"", ""ground"": []}]",How can I keep my feet from falling asleep while riding?,It could be that you over-tighen the upper part of your foot.,"Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""You should visit your LBS for a fitting"",
    ""ground"": [
      ""They may be able to help with shoe/cleat placement"",
      ""A fit in other areas such as seat height may help alleviate any nerve impingement that might be happening"",
      ""If you ride a lot, this is pretty important to take care of""
    ]
  }
]",How can I keep my feet from falling asleep while riding?,"I second the recommendation to visit your LBS for a fitting.  Not only might they be able to help with shoe/cleat placement, but a fit in other areas such as seat height may help alleviate any nerve impingement that might be happening.  If you ride a lot, this is pretty important to take care of.  Hope it gets cleared up.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""The problem was not shoe/foot-related at all"",
    ""ground"": [""It was the saddle""]
  },
  {
    ""claim"": ""The saddle was a wider 'comfort' style saddle that came with the bike"",
    ""ground"": []
  },
  {
    ""claim"": ""I didn't have the same problem on the road bike"",
    ""ground"": []
  },
  {
    ""claim"": ""I replaced the saddle on the hybrid with a narrower road bike saddle and never had the problem there again either"",
    ""ground"": []
  },
  {
    ""claim"": ""The way my legs were meeting the saddle was pinching a nerve or something"",
    ""ground"": []
  }
]",How can I keep my feet from falling asleep while riding?,"I had this exact problem for a while on my hybrid (which was at the time my only bike). It turned out not to be shoe/foot-related at all - it was the saddle. It was a wider ""comfort"" style saddle that came with the bike. When I bought a road bike, I found that I didn't have the same problem there, and I replaced the saddle on the hybrid with a narrower road bike saddle and never had the problem there again either. My guess is that somehow the way my legs were meeting the saddle was pinching a nerve or something.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""my shoes are too tight which is the root cause"",
    ""ground"": []
  },
  {
    ""claim"": ""Another factor is temperature"",
    ""ground"": []
  },
  {
    ""claim"": ""my shoes are built with a lot of mesh for cooling"",
    ""ground"": [""mesh is great in summer""]
  },
  {
    ""claim"": ""wet, cold, wintery rides make it quite unpleasant"",
    ""ground"": []
  },
  {
    ""claim"": ""The foot on the shaded side of the bike went numb and stayed numb for hours"",
    ""ground"": [""both feet were underwater"", ""an hours ride home in a cold southerly""]
  },
  {
    ""claim"": ""The fix for this is shoe covers, like an overshoe made out of neoprene or similar"",
    ""ground"": []
  }
]",How can I keep my feet from falling asleep while riding?,"Same - my shoes are too tight which is the root cause, but others have answered that.  Another factor is temperature - my shoes are built with a lot of mesh for cooling, which is great in summer.    However wet, cold, wintery rides make it quite unpleasant.   I had one MTB ride where both feet were underwater, then an hours ride home in a cold southerly.  The foot on the shaded side of the bike went numb and stayed numb for hours.  The fix for this is shoe covers, like an overshoe made out of neoprene or similar.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[
  {
    ""claim"": ""I would highly recommend visiting a local pedorthist who can fit your feet correctly in your cycling shoes to ensure proper blood flow to all areas of the foot"",
    ""ground"": [""A pedorthist can fit your feet correctly in your cycling shoes"", ""Proper fitting ensures proper blood flow to all areas of the foot""]
  },
  {
    ""claim"": ""You might consider visiting your local bike shop for a good fitting on your bike"",
    ""ground"": [""A good fitting on your bike can help with proper foot fit""]
  },
  {
    ""claim"": ""A good fitting should include proper cleat placement on your footwear"",
    ""ground"": [""Proper cleat placement is part of a good fitting""]
  }
]",How can I keep my feet from falling asleep while riding?,"I've run into this issue recently, too.  Luckily, I'm in the shoe business and have easy access to custom-made orthotics.  I'd highly recommend visiting a local pedorthist who can fit your feet correctly in your cycling shoes to ensure proper blood flow to all areas of the foot.  If that's not an option for you, you might consider visiting your LBS for a good fitting on your bike.  This should include proper cleat placement on your footwear.","Commentators generally agree that shoes are the biggest contributor to the original poster's problem. Many commentators recommend either getting fitted shoes or wearing the shoes a bit loose. Some commentators advise getting insoles or orthotics. A few commentators mention cleat position as a possible problem. Some suggest doing leg stretches while riding, and others say to adjust the saddle.",121,stack,1
"[{""claim"": ""the transaction shouldn't affect my net worth in the short term"", ""ground"": [""if out of pocket + debt = value""]}]",What part of buying a house would make my net worth go down?,"I've thinking about buying a house, and how that would affect my net worth.  It seems to me that if  out of pocket + debt = value  then the transaction shouldn't affect my net worth in the short term.  What sort of actions would cause my net worth to go down?","Commenters agree that buying a house can cause net worth to go down due to investments required. Such expenses can have a negative impact on net worth, a commenter suggests. Another also points out it improves over the long haul but keeps in mind that houses depreciate over time.",122,stack,1
"[
  {
    ""claim"": ""Buying a house can definitely make your net worth go down"",
    ""ground"": [
      ""there are expenses involved (interest expense, closing costs, taxes, maintenance, etc.)""
    ]
  },
  {
    ""claim"": ""You will see a drop in your net worth from buying a house"",
    ""ground"": [
      ""unless the house appreciates in value enough to offset these things""
    ]
  },
  {
    ""claim"": ""Buying a house can have a negative impact on your net worth"",
    ""ground"": [
      ""changes in your net worth are the cumulative result of all your inflows and outflows of money""
    ]
  }
]",What part of buying a house would make my net worth go down?,"Buying a house can definitely make your net worth go down because there are expenses involved (interest expense, closing costs, taxes, maintenance, etc.). So unless the house appreciates in value enough to offset these things, you will see a drop in your net worth from buying a house. More specifically it can have a negative impact on your net worth, since changes in your net worth are the cumulative result of all your inflows and outflows of money.","Commenters agree that buying a house can cause net worth to go down due to investments required. Such expenses can have a negative impact on net worth, a commenter suggests. Another also points out it improves over the long haul but keeps in mind that houses depreciate over time.",122,stack,1
"[
  {
    ""claim"": ""The act of buying your house has reduced your net worth by $6K"",
    ""ground"": [
      ""If you started with $100K and then bought a house worth $100K you would have $0 in the bank and a house"",
      ""If you sold that house for $100K you would pay the realtor 6% (typically) or $6K leaving you with $94K""
    ]
  }
]",What part of buying a house would make my net worth go down?,"One way to think of net worth is to think if you sold everything you owned, how big of a pile of money would be standing next to you (assuming your net worth is positive).  If you started with $100K and then bought a house worth $100K you would have $0 in the bank and a house.   If you sold that house for $100K you would pay the realtor 6% (typically) or $6K leaving you with $94K.    This means the act of buying your house has reduced your net worth by $6K.  I asked a related question about  how to value your home in your net worth .","Commenters agree that buying a house can cause net worth to go down due to investments required. Such expenses can have a negative impact on net worth, a commenter suggests. Another also points out it improves over the long haul but keeps in mind that houses depreciate over time.",122,stack,1
"[{""claim"": ""Cosigning a loan for someone else will make net worth decrease"", ""ground"": [""Cosigning a loan for someone else will make net worth decrease, whether backed by security or not""]}]",What part of buying a house would make my net worth go down?,"Cosigning a loan for someone else will make net worth decrease, whether backed by security or not.","Commenters agree that buying a house can cause net worth to go down due to investments required. Such expenses can have a negative impact on net worth, a commenter suggests. Another also points out it improves over the long haul but keeps in mind that houses depreciate over time.",122,stack,1
"[
  {
    ""claim"": ""Buying a house will improve your net worth over the long haul"",
    ""ground"": [""Houses don't suffer as much from depreciation as cars""]
  },
  {
    ""claim"": ""Markets are very cyclic and aren't very liquid assets"",
    ""ground"": []
  },
  {
    ""claim"": ""Farmers with thousands of acres of valuable land are often cash poor"",
    ""ground"": [""Markets are very cyclic and aren't very liquid assets""]
  },
  {
    ""claim"": ""A lot of people here are negative about housing ownership"",
    ""ground"": [""2010 is a year where real estate is on the down-side of the cycle""]
  }
]",What part of buying a house would make my net worth go down?,"In general, buying a house will improve your net worth over the long haul, because unlike cars, houses don't suffer as much from depreciation.   The problem with real property is that markets are very cyclic and aren't very liquid assets. Farmers with thousands of acres of valuable land are often cash poor for that very reason. A lot of people here are negative about housing ownership — this is illustrative of the fact that 2010 is a year where real estate is on the down-side of the cycle.","Commenters agree that buying a house can cause net worth to go down due to investments required. Such expenses can have a negative impact on net worth, a commenter suggests. Another also points out it improves over the long haul but keeps in mind that houses depreciate over time.",122,stack,1
"[
  {
    ""claim"": ""You can look at buying a house as being a long term investment in not paying rent"",
    ""ground"": []
  },
  {
    ""claim"": ""In the short time there are costs to buying (legal, taxes, etc)"",
    ""ground"": []
  },
  {
    ""claim"": ""House buying tends to work out best when there is high inflation"",
    ""ground"": [""the rent you would otherwise be paying goes up with inflation"", ""provided you can live with the short term pain of high interest rates""]
  }
]",What part of buying a house would make my net worth go down?,"You can look at buying a house as being a  long term investment in not paying rent .   In the short time there are costs to buying (legal, taxes, etc).   This depends on only buying house of the size/location you  need  e.g. no better then what you would have rented.  House buying tent to work out best when there is high inflation, as the rent you would otherwise be paying goes up with  inflation – provided you can live with the short term pain of high interest rates.","Commenters agree that buying a house can cause net worth to go down due to investments required. Such expenses can have a negative impact on net worth, a commenter suggests. Another also points out it improves over the long haul but keeps in mind that houses depreciate over time.",122,stack,1
