subset,id,questionText,clusters
stack,117,Options for tuning 5-string bass?,"[[""It's a lot easier than trying to figure out what notes to play on the B""], ['You could flatten the third (G#) to make it an E minor [E B E G B]', ""On his Zon Hyperbass, Michael Manring has a variable, calibratable 'D-tuner' on each of the four tuning machines so he can raise or lower the pitch of each string by a specific amount quickly"", 'There is a second tuning-lever system at the bridge for lowering the pitch of multiple strings at once', 'You can tune to pretty much any chord which takes your fancy', 'Michael Manring has composed pieces where he changes alternate tunings in the middle of the piece, without stopping', 'You could tune it to a chord like E major [E B E G# B]', 'Tuning to a chord may restrict your options and lock you into a specific key signature', 'Bass guitar soloist Michael Manring has used a range of alternate tunings for different pieces'], [""Some four string symphony orchestra double basses has a 'drop-C' neck extension feature on the E string""], [""Some people use DEADG tuning so they don't have to detune for a drop D""], ['I just treat the five-string like a 6-string missing the high E'], ['I really like it'], ['I tuned my 5 string from low to high BDADG'], ['I would recommend using BEADG', 'most players today use the BEADG tuning', 'I wanted to have the feel of a 4-string with the option of playing a low B infrequently'], ['It makes for some super heavy sounding drop-D notes'], ['Just tune it like a regular bass with one extra higher string'], ['Some double bassists tune their four strings in fifths - CGDA - like the cello but one octave down'], [""Having the low B at the bottom kept it 'out of the way' in a sense""], ['Five string double basses in symphony orchestras sometimes are tuned CEADG', 'The bass strings of the Chapman Stick are usually tuned in 5ths, such as C G D A E, like a cello one octave lower', 'From low to high it would be CGDAE', 'The Chapman Stick is an instrument with the same scale length as a bass guitar'], ['Tune it in EADGB and either play standard or drop the D'], ['You could drop DEADG down a full tone to CDGCF for the real heavy stuff'], ['DEADA or BDADA makes octave riffs dead simple'], ['Stringing a 5-string EADGB is not really practical']]"
stack,118,What kind of home exercises are helpful when one trains martial arts?,"[['You should focus on Tabata type of training', 'Strength training does help', ""You should make sure that you are allowing your body enough 'off' time to recover"", 'Medium cardio and then explosive give your max with heavy weights and then back to slow cardio and heavy weightlifting like Olympic Weightlifting-Clean & Jerk', 'Trainings are pretty demanding, even after 3 months', 'You should work on technique, cardio, body strength etc.', 'You are going to want to focus on core strength as much as possible for SAMBO', 'You should do pullups, pushups, dips, squats and situps', 'Any part of the workout you are already doing for that martial art will be good if you find that you can put some extra work in there', 'Do all your basic stretches', 'If you are training for self defense then just go for explosive exercises', 'Crossfit exercises neglect explosive exercises', 'The idea of isolation training is a western one', 'Body weight squats will help with leg strength and balance', 'All the lifts I mentioned will increase your core strength', 'Maintain your cardio by cycling and running', 'Bicycle crunches and situps are for oblique and core', 'If you are a strong male, buy yourself a pair of 16KG or 20KG Kettle Bells', 'If you only do cardio you will become slow', 'Pushups or elevated pushups are for triceps', 'I suggest: 10 Burpees, 5 Clean and Jerk, skip rope for 1 minute, 5-10 kipping pullups, 5 kneebox jump, then rest for 30-60 s and repeat 3-5 times', 'You should focus on plyometric training', 'You should practice something that resembles a match', 'Take longer rest then and do not do any cardio in between'], ['Developing your hand strength with grip trainers is also very useful for grappling', 'Your forearms/grip will improve as the weight goes up if you use barbells'], ['Do not isolate your training'], ['Do not use any machines'], ['Done correctly, you will also increase your flexibility'], ['Kettle Bells are the only way to go for an incredible home workout'], ['You should ask your teacher/trainer what areas you need to focus on'], ['You should avoid excessive bicep curls'], ['Back bridges are excellent for strengthening your back'], ['I do not believe you need to become involved with yoga for a sport like SAMBO'], ['I strongly recommend adding yoga to your home exercise routine'], ['The most effective way to train for martial arts is to do it daily']]"
stack,119,"How to end a letter beginning with ""To whom it may concern""","[[""If you do not have a specific person to address the letter to, you should use either 'Respectfully yours,' or 'Sincerely,'"", 'The choice of complimentary close depends on the tone and formality of the letter', 'The choice of letter closing depends on the contents of the letter', ""if your salutation is 'To whom it may concern' the corresponding valediction would be 'yours faithfully'"", 'Sincerely is perfectly acceptable, and almost always a safe option', ""The answer is 'Yours faithfully'"", ""In the To-Whom-It-May-Concern situation, I don't know who will be reading the letter"", ""One should end a letter that begins with 'To whom it may concern' with a formal sign-off"", '""Sincerely"" is a fairly common formal sign off'], [""I'll sometimes want to end with my contact information, in case the matter needs further discussion to resolve""], ['Respectfully might be a better choice if you wanted to soften a complaint']]"
stack,120,"Why did the writers select the date November 5, 1955 in Back to the Future?","[['November 5th was chosen because it met the requirements of the script and the dates of filming', ""November 5, 1955 was Bob Gale's father's 33rd birthday"", 'November 5, 1955 was chosen in Back to the Future', ""The Nov. 5th part is an homage to Bob Gale's father""], [""The 1955 is a tribute to the real life scientist's dream of traveling through time to save his father's life""], ['The choice of date was a coincidence'], ['This date was selected as an homage to the 1979 movie Time after Time'], ['2015 was chosen for the second movie because the first movie dealt with a 30 year period', '1955 was chosen because it was exactly 30 years before the date that the screenplay was finalised'], ['Chuck Berry proved the pollsters right by becoming a huge success in more than one genre of music', 'Chuck Berry is named by a Billboard poll as the most promising R&B artist of the year'], [""Ronald L. Mallett's courage and determination to follow his dream played a major role in inspiring the story of one of the greatest movies of all time""]]"
stack,121,How can I keep my feet from falling asleep while riding?,"[[""I didn't have the same problem on the road bike"", 'The way my legs were meeting the saddle was pinching a nerve or something', 'The problem was not shoe/foot-related at all', 'I replaced the saddle on the hybrid with a narrower road bike saddle and never had the problem there again either', ""The saddle was a wider 'comfort' style saddle that came with the bike""], ['my shoes are too tight which is the root cause', 'I would highly recommend visiting a local pedorthist who can fit your feet correctly in your cycling shoes to ensure proper blood flow to all areas of the foot', 'You should visit your LBS for a fitting', 'Starting the ride with my shoes quite loose helps with foot pain on long rides', 'Buying decent insoles can help if you have a high instep', 'Experimenting with cleat position can reduce pressure on the balls of the feet', 'I wear custom-made orthotics for running and walking', 'You might consider visiting your local bike shop for a good fitting on your bike', 'A good fitting should include proper cleat placement on your footwear', 'You over-tighten the upper part of your foot', 'I loosened the laces/straps on my cycling shoes', 'Correctly fitted shoes must be part of the solution'], ['I lowered my saddle about 1/4""'], ['stopping and doing some full stretching will help', 'periodically taking one foot off a pedal and stretching my leg out and flexing my ankle around really helps', 'You could try stopping every hour, and removing your shoes and then flexing your feet'], ['my feet fall asleep and then very, very painfully wake up'], ['my shoes are built with a lot of mesh for cooling', 'wet, cold, wintery rides make it quite unpleasant', 'The fix for this is shoe covers, like an overshoe made out of neoprene or similar', 'Another factor is temperature'], ['The foot on the shaded side of the bike went numb and stayed numb for hours']]"
stack,122,What part of buying a house would make my net worth go down?,"[[""the transaction shouldn't affect my net worth in the short term""], ['Buying a house can definitely make your net worth go down', 'Buying a house can have a negative impact on your net worth', 'You will see a drop in your net worth from buying a house', 'The act of buying your house has reduced your net worth by $6K'], ['Buying a house will improve your net worth over the long haul'], ['Cosigning a loan for someone else will make net worth decrease'], ['Farmers with thousands of acres of valuable land are often cash poor'], ['A lot of people here are negative about housing ownership'], ['You can look at buying a house as being a long term investment in not paying rent', 'Houses depreciate', 'House buying tends to work out best when there is high inflation', 'The only reason a house appears to maintain its value over time is because the money you spend repairing and improving it offsets this unavoidable depreciation', 'Over extended periods of time a house will typically just track inflation'], ['In the short time there are costs to buying (legal, taxes, etc)']]"
stack,123,"Do you ""create"" a hypothesis?","[['you can hypothesize a hypothesis', ""You can simply use 'hypothesise'/'hypothesize' as a verb in its own right""], ['A lipid hypothesis was formed to explain the rapid increase of heart disease', ""I don't know which sounds the most appropriate"", 'Lenneberg formed the critical period hypothesis'], ['Postulate is to suggest a fact as a basis for reasoning or discussion'], ['The argument is sufficiently clear that it can be formulated mathematically'], ['The terms postulate and hypothesis converge'], ['""put forward"" overtook ""advanced"" in the last 30 years', '""advanced"" has been the most common of these until the last 30 years'], ['Formulate can be used in this context'], ['Hypothesis is a suggestion made as a starting point for further examination'], ['Google Ngram might not capture academic norms and preferences', 'Google Ngram does not cull from scholarly articles']]"
stack,124,Moving with our bilingual child,"[[""You should be careful to avoid groups that try to hammer as much knowledge into your child's brain while it is still too young to defend itself""], [""You should let them watch some English Children's TV programs with CLOSE CAPTIONS turned on""], ['Having a native speaker parent is not enough for a child to retain and use the non-dominant language', ""The single most useful thing to help our son's English skills in Japan would be to develop a network of native English-speaking friends with children"", 'Our child may lose the ability to speak English if there are no native English-speakers around', 'Your child will be fluent in English if they continue to have some media and school exposure to English', 'Another idea is to vacation in an English-speaking country and give them opportunities to interact with other kids there.', 'If we moved to Germany, I would send the children to the local schools if practical, but make sure they have a mix of Japanese-speaking and English-speaking friends that they see frequently', 'If you get them exposed to English-speaking kids, then they will try hard to speak English with them.', 'It takes some social reinforcement to make the non-dominant language seem worthwhile to a child', 'Your kids will forget a second (even first language) if it is not reinforced.', 'There is very little you can do directly but also that you can be very effective by influencing who their peers are.', 'Arranging play-dates with expats is one way.', 'Major cities might have organised children activities in English too (which might lead to other, more informal, play-dates).', 'Look for English-speaking ex-pats in the area you are moving back to', 'Social reinforcement from peers is the single most important thing for retaining and improving the non-dominant language', 'You should talk English a little bit at home with them', 'I would make sure we spent at least some time each week reinforcing those friendships with other kids and creating opportunities for them to play and eat together'], ['The benefit that you get from having already experienced a language as a child below 5 years of age never evaporates'], ['Only one hour per week should be plenty to keep your child from forgetting what it has already learned'], ['Our son is growing up as a bilingual Japanese-speaking child in the US'], ['It is absolutely no problem for our son to learn the dominant language where we live']]"
stack,125,Setting up ableton live as a live looper?,"[[""Ableton made Looper which does some crazy stuff the Kid Beyond way couldn't"", ""Ableton's clips are useful as a live looping tool"", 'Looper is great for looping live audio.', 'The Kid Beyond video was made before Ableton had looper', ""Bome's site has a tutorial at http://www.bome.com/forums/viewtopic.php?t=1583"", 'Kid Beyond is not using Looper.', 'Looper is included in Ableton 8+', 'You can group a chain of loopers together for setting up layers, which can be cut in and out by using key mappings on each Mute button in the group', ""My setup for Looper in Live 8 is a bit more advanced, but very effective if you wanna get the most out of Ableton's loopers"", 'You might get on track by looking into the Realtime Looping Essential Config or Live Looping Tutorial', ""The way Kid Beyond does it is utilizing another program called Bome's Midi Translator Pro"", 'You should check out the Ableton Looper effect in Live 8 if you want something more like a traditional guitar looping pedal', 'it is possible to set up Ableton to work as a live looper', ""Looper does stuff the old way can't"", ""How to do it depends on what version of Ableton you're using""], ['Ableton used to link to a tutorial on how to do it'], ['I recommend sooperlooper'], ['Looper is a little redundant for recording MIDI loops in realtime.'], ['The best way to do it is with some kind of foot pedal switch, like the FC-50.'], [""There are things one can do with Bome's that Looper just can't"", 'They each have their advantages'], [""Using Looper is way easier than setting up Bome's""]]"
stack,126,What is it called when like minded people agree with each other praise in a discussion,"[[""That could be called a 'mutual admiration society' where everyone agrees and praises each other"", 'An online community where a group of people form an echo chamber is a circle jerk', ""A 'mutual admiration society' is a group of two or more people, in a workplace or other social environment, who routinely express considerable esteem and support for one another"", 'A less-vulgar alternative than circlejerk is to say that the people are engaging in groupthink', 'There is a word for when like minded people agree with and praise each other in a discussion'], [""You do a favor for me and I'll do a favor for you"", 'If you do something for me that I cannot do for myself, I will do something for you that you cannot do for yourself', ""I'll grab the box on the top shelf if you will creep under the table and pick up my pen""], ['You might be looking for hive mind'], ['You might say this group is navel gazing'], ['They are sucking up to a powerful leader'], ['""circle jerk"" is slang and not very classy'], ['I would suggest the word consensus', 'Consensus: general agreement, accord, unity (Google online)'], [""Sychophancy is not what you're looking for""]]"
stack,127,Does floor order matter?,"[['The order of the floors, at this time, does not particularly matter', '""Imperial Items Missions"" seem to be based on the actual level, not the item type.', ""I can't tell if sorting the floors in some unknown way matters at all"", 'The mission is attached to the item, not the level.'], ['I am not as concerned about credits at this point'], ['Clumping often-needs-stock floors minimizes scrolling', 'I place this clump close to Arrivals', 'I clump floors with short turnover times together to minimize scrolling', 'I sort floors by turnover time', 'Floors with short turnover times need a lot of active management'], ['I don\'t bring Bitizens to ""<1 minute"" floors'], ['Residential floors could have easily been put together at arrivals', 'I like to gather all my residential floors just above Arrivals in Tiny Death Star'], ['I liked to have the floors organized by types in Tiny Tower'], ['In the previous Tiny Tower game, you had the ability to move floors but for the cost of 1 Tower Buck', 'That feature has been ported to Tiny Death Star'], ['It was practically raining bux in Tiny Tower'], ['The order of the floors matters somewhat', 'You can swap in levels that you already have high item counts for.', 'Re-ordering your floors can be useful'], ['You put the residential floors on the lowest levels', ""It's good to always have at least one place rentable when people/ewoks come by the elevator""], [""Here it's much more difficult to collect some bux""], ['The reward for completing the mission appears to change accordingly.']]"
stack,128,"Changing a quotation so that the original is recognised, but has been given a new meaning","[['Snowcloning is the process', 'You will frequently hear it referred to as a play on a quote', ""People will still recognize 'Got Milk?' as an allusion to the original even if you replace milk with just about any noun"", 'When certain phrases are paraphrased often in this way, it often gives rise to a meme', 'Paraphrasing in the more comical sense used in the question is where a certain sentence structure is re-used in a way that the original source is still recognisable', 'You could call it making a reference (or allusion) to the original phrase', 'Snowclones is the correct term for these new meme-clichés or rhetorical tropes', 'Someone does this mainly for comedic effect', 'Something is called a trope when it is recognized widely enough that even with slight alterations, the reader will still recognize the original quote', ""The opening phrase on the DSGB website is 'It's counting, Jim, but not as we know it'"", ""If you're afraid terming them Snowclones is confusing, you will just have to write it out more logically as 'modified catch-phrase' or something like that"", ""It's one form of reference humor, where the speaker counts on the audience having heard a quote, seen a film, or similar""], [""Most people would call them 'pop culture references'""], [""Some have described such things as 'allusive puns'""], ['I would refer to paraphrasing as a restatement of a text or passage giving the meaning in another form, as for clearness; rewording'], ['An allusion is more general']]"
stack,129,"""To be subject to"" vs. ""to be subjected to""","[['subject to (subject in this case is an adjective) is most commonly used in the following ways', 'A later paragraph of the same article used subjected to instead of subject to', '""are subject to testing"" means that such testing is a condition of employment and may happen', 'Emperor Penguins are subjected to the severe cold of Antarctic winters', 'employees are subjected to testing would mean the employees are actually put through the testing', 'If you are subject to search, you are at risk of being searched', 'Triathletes are subjected to extreme physical demands', 'later the test actually took place', 'The promotion is subject to our terms and conditions', '""are subjected to testing"" means that such testing happens and perhaps when it happens is an imposition', ""'subject to' means that the legal situation allows the act to be performed on them"", 'Immigrants are subjected to verbal and emotional abuse in many parts of the country', ""'subjected to' means that an act was actually performed"", 'This road is subject to flooding', 'employees are subject to testing means that at any time they could be required to be tested', ""Subjected to is used to mean 'to be made to undergo an unpleasant experience'"", 'the article is pointing out that it is allowed for the test to occur', '“To be subject to” is to be likely to be caused to experience the thing', 'TTC workers are subject to alcohol and drug testing', 'If you are subjected to search, you are, in fact, searched', 'Your business plan is subject to review', '“To be subjected to” is to be caused to experience the thing']]"
stack,130,"A positive word for ""brag""","[['highlight seems like a good option', 'highlight is a great one', ""A good phrase would be to 'own it'"", 'Highlighting and bragging about accomplishments are both forms of self-promotion', 'To tell it like it is or to state (tell) the truth means to describe what happened without sounding too boastful', 'You should really market your achievements better at the next meeting', ""You could consider using 'tell it like it is'"", 'to brag could be used in a positive way depending on your tone', 'I would suggest (publicly) acknowledge or publicize', 'You should call attention to your accomplishments when we have the meeting', 'British English has no acceptable word for bragging', ""Strutting one's stuff is about positivity and possessing self-confidence in one's abilities"", 'to brag has a connotation of saying something in a pompous way', 'Tell your reserved colleague to act self-confidently and be positive', ""You should highlight what you've done when we have the meeting"", ""You should list qualifiers like how you'd sell yourself at a job interview"", 'You should highlight what you have done when we have the meeting', 'brag is good enough if you use it in the right context', 'to brag is not synonymous with to tell a lie', ""You shouldn't be shy about what you've done when we have the meeting"", ""If you don't toot your own horn nobody else will"", 'An omission was corrected in my annual performance review only because I spoke up and mentioned it to my manager', ""I don't want to tell a timid colleague to brag or boast about their achievements"", 'You should tell people about what you have done when we have the meeting', 'You should speak up about what you have done when we have the meeting', 'I encourage you to take full credit for your achievements when we have the meeting', ""The negative connotation of bragging is that it's defined as 'excessive'"", ""Don't forget to mention/underline what you've done when we have the meeting"", 'the only way brag sounds negative to me is if you accuse someone of bragging', 'I would be a little reluctant to use to brag in your example sentence', 'highlight is close', 'Be proud of what you have done, and sell your achievements in the meeting', ""'to tell' works ok"", 'I want a timid colleague to talk more about their achievements']]"
stack,131,Is there a way to get the awesome robe enchantments on armor?,"[['armor is more effective the more health it has to protect', 'Even a minor enchant on gloves as opposed to no gloves would help immensely', 'Not wearing armor makes me incredibly vulnerable to melee attacks', 'You can do the alchemy/enchanting loop and get good enchants on various items to equal or surpass the archmage robe or grand master robe', 'One can decide between not wasting 6 skill points and being OP enough anyways, or get the 6 skill points in enchanter 1-5 and Insightful Enchanter and enchant some non-armor gloves with up to +70 Magicka', 'making your way to 100 enchanting and picking the Extra Effect perk would let you apply the Magicka Regen and Fortify School enchantments to a single piece, allowing both to scale normally', ""With the above equipment, you'd wind up +44% (or +144%) more magicka regen, -69% (or -94%) less fortify school, and +70% magicka and almost no armor rating"", 'The real benefits to armor become clear the more you have', 'You are able to finally enchant your own gear that surpasses the Archmage Robes', 'spending more level-ups on health is a simpler solution to survival', 'Together, you will have -100% Magicka cost and all spells will cast for free', 'With Extra Effect, you could add both to a helmet, armor and ring, and fortify school to a necklace, which brings you to +216% magicka regen and +116% fortify school, on your choice of apparel', 'the greater the fortify, the less the cost on your spells', ""Regen Magicka's base magnitude is 20% and Fortify School's is 8%, so that means at best you should be able to add about 72% magicka regen or 29% fortify school to a single enchantment on one piece of equipment"", 'One should probably wear the Ring of Recovery', 'the less the cost on your spells, the less need for regen', 'You can enchant non-armor gloves easily', 'You could level up enchanting, use a potion, and do fortify (school) on chest, head, ring, necklace and that school can be free', 'It is a balancing factor to keep wizards wearing robes instead of home-made heavy armour', 'The maximum magnitude (100 enchant, the appropriate perks, +32% Fortify Enchanting Potion) is: skill multiplier = 1 + 0.3 * ((132 - 10) / 100) ^ 2 = 1.4465; net magnitude = base magnitude * 1 * 1.4465 * 2 * 1.25 = base magnitude * 3.6163', 'If you can put two enchantments on one item you could have two free schools of magic', ""the Fortify School and Magicka Regen enchantment's 2nd effect, the Magicka Regen, will always remain limited to 10%"", ""The best stuff you can find would be something like the following: Head: Morokei - +100% magicka regen (note that you would have to replace this for Mage Armor perks to work); Ring: Ring of Peerless [School] - +25% fortify [school] - or - Ring of Recovery - +100% magicka regen; Chest: Master Robes of [School] - +150% magicka regen, +22% fortify [school]; Neck: Necklace of Peerless Magicka - +70 magicka (AFAICT necklaces can be enchanted with Fortify [School] but generally aren't found as such)"", 'The formula for enchanting apparel is net magnitude = base magnitude * soul multiplier * skill multiplier * (1 + Enchanter perk) * (1 + specific perk modifier)', ""The enchantments don't work so well on armor"", 'The enchanting options for gloves are not that expansive', 'You should always be moving and not getting hit at all with melee', 'The enchanting options for gloves do exist'], ['You can reach the armor cap fairly easily, which equals 85% damage reduction'], ['enchanting with anything less than a Grand Soul gem will earn you a fractional portion of the potential magnitude'], ['A school fortified 100% (i.e. 0% magicka cost) is better than all the magicka regen out there for that particular school'], ['Most mages focus on only a few schools, and there are benefits to concentrating'], ['Robes are truly the best solution for mages'], ['With clothes equipped, you lose out on perks like Custom Fit/Well Fitted, Matching Set even if you get the best possible gauntlets and boots']]"
stack,132,Word for group of noisy people,"[['mob, gaggle, cacophony could be used', 'Gaggle is a group of noisy people', ""I don't know a single word that would replace 'a group of noisy people'."", 'There is a whole bunch of adjectives that could describe that group of people.', 'You have a few options to describe a noisy group of people, depending on the context of your thought', 'There are quite a few nouns to describe the situation.'], ['They were just happy, laughing, joking and congratulating as somebody had been engaged'], [""Most English speakers would still know what 'raucous' means""], ['loud room can be a good term for it', 'loud crowd can be a good term for it', 'loud people can be a good term for it'], ['If you do find them annoying, these have a negative connotation', 'If you do not find them annoying, these tend to have a positive connotation'], ['Klatsch is a germanic word, which could be used']]"
stack,133,Would this component require a heat sink?,"[['The 78L05 might be cheaper for you, and is meant to be used in low current applications', 'The 7805 can handle it without a heatsink', 'The TO-92 package is more than fine for you to use without worrying', 'You should still be fine without a heatsink', 'Total is 100mW, which is well within the very conservative 600mW you can dissipate from a TO-220 without a heatsink', 'A 78l05 is cheaper', 'Heatsink is not required', 'You could use an LM78L05 as others have suggested, which would have similar dissipation, and still would be fine', ""You shouldn't need a heatsink for that"", 'This would not require a heatsink'], ['LM7805 voltage regulator will be used for a 5V sensor'], ['LM7805 voltage regulator will regulate 12V to 5V'], ['The TO-252 version of the LM78M05 is a good compromise'], ['A rise of less than 40°C of insulated junction above board temp ambient is ok if the board is less than 40°C', 'If the board is not less than 40°C, derate acceptable rise'], ['If load is much greater, recalculate junction rise and consider heatsink designs']]"
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?","[['If you have the same level of physical activity but eat the exact amount of calories as required, nothing would happen.', 'You could find equilibrium', 'If you increase physical activity and increase the calories to the exact amount, you would gain muscle.', 'You will probably firm up a bit and lose some fat over time', ""I won't lose or gain weight if I lift and eat my exact calorie requirement (including the calories burnt during a workout)"", ""Just working out with reasonably constant food intake will improve people's lives in a jillion different ways"", ""You'll gain muscle"", ""You'll become stronger and more able to do things"", ""You'll walk taller"", ""You'll lose fat"", 'If you increase physical activity and maintain the calories that you average now, you would lose fat.', 'Your body may starve your muscles and feed your fat cells and leave you vulnerable to injuries', 'Re-composition takes a long time', ""You'll look better"", ""You'll feel more confident"", 'Your body may use fat and produce muscles'], [""Bodybuilders consume too many calories and gain fat during 'bulking'.""], [""You'll achieve better posture""], [""You'll reduce stress""], [""You'll sleep more soundly""], ['Consuming fruits and vegetables is advantageous because they contain fibers'], ['Micronutrients such as vitamins and minerals are required for your body to keep working properly'], ['Salt should be avoided or its intake reasonably limited'], ['A healthy diet should balance the relative amount of these macronutrients classes', 'Staying healthy and fit is at least in part a matter of nutrition which means you should actively choose the right food to eat'], ['Vitamins and minerals occur naturally in meat, dairy products, vegetables and fruit'], ['You may get heavier because muscle is more dense than fat'], ['A list of undesired chemicals which are added or develop during the making of processed food are also regarded as unhealthy'], ['The human body wants to store fat reserves for the winter and times without food.', 'The human body will burn muscle that it decides are not necessary when in times of depleted caloric intake.', 'It is better to eat too much than to not eat enough and end up burning muscle as energy.'], ['It is reasonable to think that the body we have inherited from our hunter-gatherer ancestors has not been shaped to eat extra sugar- and fat-rich chocolate bars off trees'], ['You do not give sufficient information on your diet to tell what will happen to your body either good or bad']]"
stack,135,What is the best place to grind experience?,"[[""After you have enough level, make sure that to power up locke and give him the following: Relics: Genji Glove and Master's ScrollWeapon: Ultima Weapon x2 or Light Bringer x2Armor: (Any armor that have Anti-Magic)""], ['Cactuars gives 10 magic AP and 10,000 Gil per round'], [""If you're trying to level your whole party, you can leave one high-level magic user in while you gain levels on the others, so that you can power level the rest of the active team"", 'I am looking for locations to farm for experience after starting the World of Ruin and before end-game boss fights', 'The dinosaur shaped forest in the World of Ruin is a good place to level characters', ""If you're not high enough level for this forest yet, you might try the Veldt""], ['I leveled my characters at the desert just below Jidoor'], ['If you need to learn spells quickly from espers, this method will do the trick'], ['The Brachiosaur casts very high level magic very quickly'], ['The GBA version closes the Vanish/X-Zone loophole'], ['The desert area just south of Maranda is the answer to the question of MP grinding'], ['The experience you get is ridiculously high'], ['You will encounter Slagworms most of the time', 'These slagworms are very hard to kill if you dont have a good damager and defense'], [""In this game one character in the high 90's is pretty much undefeatable""], ['This method is flawless on the SNES or Playstation platforms.'], ['You can effectively grind this desert as fast as possible without taking so much as a single HP of damage.', 'You can easily get to level 99 this way within 1-2 hours', 'It only takes 1 attack command to kill'], ['Cactuars are also located there and are worth 10MP per kill, but no XP'], ['For an easy time with Cactuars, equip the Atma Weapon and give them Sniper Sight relic'], ['I used Sabin, Locke, and Cyan as my damage taker']]"
stack,136,View the Grand Canyon by helicopter - is it real?,"[['There are many different helicopter tours of the Grand Canyon', 'the tour is going to the West Rim', 'A helicopter flight is a great way to see the Canyon in a short amount of time', 'Serenity Helicopters offers a variety of Las Vegas - Grand Canyon helicopter tours and private charters', 'the South Rim is ~150 miles away from Las Vegas', 'Scenic flights are no longer allowed to fly below the rim within the national park', 'Most helicopter tours of the Grand Canyon are out of Las Vegas', 'Maverick Aviation Group offers an array of tours to both the West and South Rims of the Grand Canyon through Maverick Helicopters, Maverick Airlines, and Mustang Helicopters', 'a full helicopter round-trip from Las Vegas would be quite expensive', 'Airplane and helicopter tours are offered by providers outside of the south rim in Tusayan at the Grand Canyon Airport, and also from Las Vegas', 'You also get to see the Hoover Dam and the Strip from a different angle as a bonus when flying to the Grand Canyon from Las Vegas', 'the usual Grand Canyon pictures you see in books and in posters are taken from the South Rim, near Grand Canyon Village', 'Some helicopter flights land on the Havasupai and Hualapai Indian Reservations within Grand Canyon (outside of the park boundaries)', 'eventually they will drive you near the Grand Canyon in a bus and then you get a 15 min flight from the Grand Canyon Airstrip', 'You would book a helicopter flight well in advance online these days', 'You can estimate the cost of a helicopter tour to be $300 USD or more per person', 'There are some helicopter tours available during visiting the Grand Canyon'], ['They weigh you before allocating you a seat'], ['you could get a slightly better rate at longer distances'], ['Flying out of Grand Canyon National Park Airport is cheaper than from Las Vegas'], ['I would suggest talking about a tour like this when you get to a hotel in LV'], [""The pilot wasn't allowed to go lower due to recent changes in regulations for tourist helicopters""]]"
stack,137,What is the fastest method to 'break in' full leather boots?,"[['I had many blisters for the first few hikes until I broke in my boots', ""Time to condition is also affected by how good the fit is to start with, at least to the degree that we're talking about conditioning for comfort"", 'Now most leather is machine conditioned at the hide level, and somewhat further at later steps', 'Go with the soak them and walk them dry method', 'Full leather boots will not necessarily have a blister-inducing break-in period', 'Soaking them in a river, then walking them dry worked well.', 'I bought well-fitting boots and did not break them in', 'At the first sign of blisters stand in a stream', 'Hot-spots and rubbing are usually an indication of a poor fit', 'Walking around in the store is just not enough to verify fit', 'Putting on the boots, standing in the bathtub with water and letting the water soak through the boots with your feet on, and then wearing them around the house for a few hours helps to break in the boots faster', 'Go to a specialist outdoor shop and get advice from an expert.', 'Get the best fit possible', 'If you need a pair of heavy full-leather boots, your best bet is to get properly fitted by someone who knows boots', 'The single best thing you can do to avoid blisters is making the right choice of boots in the first place.', 'The boots have never given me blisters despite spending many days walking in the mountains in them', 'You should try as many different brands as you can', 'Leather is made supple by use and conditioning', 'Modern walking boots should not need breaking in if they fit properly'], ['This may be helped by my choice to wear two layers of socks one thin and one thick over the top'], [""If your boots are still causing blisters after a few hikes, then perhaps you've got the wrong boots.""], ['You should try to wear new boots around for a few hours in a casual, no sweat environment before you head out'], ['You should wear new boots around the house for an hour every night for a week or two before your trip'], ['Other problems such as a large, badly packed or unbalanced backpack load can affect your gait and cause problems too.'], ['The conditioner will vary based on your boot'], ['The manufacturing and time on a shelf makes leather stiffen up more']]"
stack,138,What do these chord annotations mean?,"[[""You may have one of them during the solo section to provide more 'harmonic texture'""], ['That is what will make you you', 'This is an alternative progression', 'It is a ii V7 chromatic progression which is very common in jazz', 'Instead of playing the written ii V they will go up a half or whole step, a third or a fourth, and work down to the I', 'There are many examples of this in real and fake books', 'What do the chords in parentheses mean', 'You can do whatever you like', 'Many chords can replace another while still maintaining the qualities of jazz music', 'There are probably many more options of different chords that one may utilise', 'You definitely do NOT play them at the same time', 'They are just alternate chords NOT TO BE PLAYED SIMULTANEOUSLY', 'As far as standards go, SATIN DOLL or LOVER are loaded with them', 'the chords above in parentheses are an alternative progression you can play instead of the ones below them', 'You could play either of the two chords Bm7 or BbM7', 'One could use the chords in parentheses', ""It is a 'longer' way to get to the I chord""], ['The other common use is for the ending of the song', 'They may be for different endings'], ['This type of device is very common in Wes tunes'], ['You could play Bm7 and B♭M7 at the same time'], ['As an exercise, pick a V7 chord and use four chords to two five down to it'], ['It is the base of the circle of fourths'], ['The simpler version is the lower one']]"
